resource,consumer
Ceramium.sp.,Patagonotothen.cornucola
Ceramium.sp.,Larus.scoresbii
Champsocephalus.esox,Schroederichthys.bivius
Champsocephalus.esox,Spheniscus.magellanicus
Champsocephalus.esox,Pygoscelis.papua
Champsocephalus.esox,Macronectes.giganteus
Champsocephalus.esox,Thalassarche.melanophris
Chthamalus.sp.,Trophon.geversianus
Cirratulidae,Patagonotothen.tessellata
Cirripedia,Harpagifer.bispinis
Cirripedia,Paralomis.granulosa
Cirripedia,Schroederichthys.bivius
Cladophora.sp.,Fissurella.picta
Cladophora.sp.,Halicarcinus.planatus.
Cladophora.sp.,Laevilitorina.caliginosa
Cladophora.sp.,Pseudechinus.magellanicus
Cladophora.sp.,Munida.gregaria
Cladophora.sp.,Eleginops.maclovinus
Codium.sp.,Fissurella.picta
Codium.sp.,Siphonaria.lessonii
Codium.sp.,Tonicia.sp.
Congiopodus.peruvianus,Raja.(Dipturus).chilensis
Copepoda,Zooplankton
Copepoda,Eurypodius.latreillii
Copepoda,Halicarcinus.planatus.
Copepoda,Pagurus.comptus
Copepoda,Polychaeta
Copepoda,Pseudechinus.magellanicus
Copepoda,Harpagifer.bispinis
Copepoda,Munida.gregaria
Copepoda,Patagonotothen.cornucola
Copepoda,Nemertea
Copepoda,Cephalopoda
Copepoda,Dissostichus.eleginoides
Copepoda,Euphausiacea
Copepoda,Gammaridea
Copepoda,Peltarion.spinosulum
Copepoda,Genypterus.blacodes
Copepoda,Macruronus.magellanicus
Copepoda,Sprattus.fuegensis
Copepoda,Bathyraja.griseocauda
Copepoda,Patagonotothen.longipes
Copepoda,Patagonotothen.sima
Copepoda,Patagonotothen.tessellata
Copepoda,Arbacia.dufresnii
Copepoda,Paralomis.granulosa
Copepoda,Paranotothenia.magellanica
Copepoda,Patagonotothen.brevicauda.brevicauda
Copepoda,Patagonotothen.ramsayi
Copepoda,Salilota.australis
Copepoda,Polynoidae
Copepoda,Hydrozoa
Copepoda,Galaxias.maculatus
Copepoda,Hyperiidea
Copepoda,Stromateus.brasiliensis
Copepoda,Zygochlamys.patagonica
Copepoda,Champsocephalus.esox
Copepoda,Eleginops.maclovinus
Copepoda,Lithodes.santolla
Copepoda,Odontesthes.nigricans
Cottoperca.gobio,Dissostichus.eleginoides
Cottoperca.gobio,Bathyraja.brachyurops
Cottoperca.gobio,Genypterus.blacodes
Cottoperca.gobio,Bathyraja.griseocauda
Cottoperca.gobio,Salilota.australis
Cottoperca.gobio,Lagenorhynchus.australis
Cottoperca.gobio,Spheniscus.magellanicus
Cottoperca.gobio,Pygoscelis.papua
Cottoperca.gobio,Phalacrocorax.magellanicus
Crepipatella.dilatata,Anasterias.antarctica
Crepipatella.dilatata,Asterina.fimbriata
Crepipatella.dilatata,Cosmasterias.lurida
Crustacea,Acanthocyclus.albatrossis
Crustacea,Eurypodius.latreillii
Crustacea,Pagurus.comptus
Crustacea,Munida.gregaria
Crustacea,Cephalopoda
Crustacea,Myxine.glutinosa
Crustacea,Peltarion.spinosulum
Crustacea,Bathyraja.brachyurops
Crustacea,Genypterus.blacodes
Crustacea,Bathyraja.griseocauda
Crustacea,Paralomis.granulosa
Crustacea,Bathyraja.albomaculata
Crustacea,Patagonotothen.ramsayi
Crustacea,Polynoidae
Crustacea,Congiopodus.peruvianus
Crustacea,Raja.(Dipturus).chilensis
Crustacea,Eleginops.maclovinus
Crustacea,Schroederichthys.bivius
Crustacea,Larus.dominicanus
Crustacea,Larus.scoresbii
Ctenophora,Macruronus.magellanicus
Ctenophora,Patagonotothen.ramsayi
Ctenophora,Salilota.australis
Ctenophora,Stromateus.brasiliensis
Cumacea,Polychaeta
Cumacea,Pseudechinus.magellanicus
Cumacea,Dissostichus.eleginoides
Cumacea,Ophiuroidea
Cumacea,Arbacia.dufresnii
Cumacea,Bathyraja.albomaculata
Cumacea,Nereididae
Cumacea,Eleginops.maclovinus
Delesseriaceae.,Pseudechinus.magellanicus
Delesseriaceae.,Munida.gregaria
Delesseriaceae.,Eleginops.maclovinus
Derbesia.sp.,Pseudechinus.magellanicus
Desmarestia.sp.,Laevilitorina.caliginosa
Desmarestia.sp.,Munida.gregaria
Desmarestia.sp.,Gammaridea
Diatomea,Crustacea
Diatomea,Ostracoda
Diatomea,Ascidiacea
Diatomea,Bivalvia
Diatomea,Crepipatella.dilatata
Diatomea,Gaimardia.trapesina
Diatomea,Halicarcinus.planatus.
Diatomea,Laevilitorina.caliginosa
Diatomea,Mytilus.edulis.chilensis
Diatomea,Nacella.deaurata
Diatomea,Nacella.magellanica
Diatomea,Pagurus.comptus
Diatomea,Polyplacophora
Diatomea,Pseudechinus.magellanicus
Diatomea,Cumacea
Diatomea,Serpulidae
Diatomea,Munida.gregaria
Diatomea,Gammaridea
Diatomea,Ophiuroidea
Diatomea,Terebellidae
Diatomea,Sprattus.fuegensis
Diatomea,Arbacia.dufresnii
Diatomea,Notobalanus.flosculus
Diatomea,Nereididae
Diatomea,Polynoidae
Diatomea,Tanaidacea
Diatomea,Hydrozoa
Diatomea,Porifera
Diatomea,Zygochlamys.patagonica
Diatomea,Ctenophora
Diatomea,Cirratulidae
Diatomea,Chthamalus.sp.
Diatomea,Glabraster.antarctica
Dissostichus.eleginoides,Bathyraja.brachyurops
Dissostichus.eleginoides,Cottoperca.gobio
Dissostichus.eleginoides,Genypterus.blacodes
Dissostichus.eleginoides,Bathyraja.griseocauda
Dissostichus.eleginoides,Bathyraja.albomaculata
Dissostichus.eleginoides,Salilota.australis
Dissostichus.eleginoides,Spheniscus.magellanicus
Dissostichus.eleginoides,Pygoscelis.papua
Dissostichus.eleginoides,Thalassarche.melanophris
Dissostichus.eleginoides,Macronectes.giganteus
Dissostichus.eleginoides,Macronectes.giganteus
Dissostichus.eleginoides,Thalassarche.melanophris
Echiura,Dissostichus.eleginoides
Echiura,Ophiuroidea
Echiura,Eleginops.maclovinus
Echiura,Schroederichthys.bivius
Ectocarpus.sp.,Fissurella.picta
Ectocarpus.sp.,Nacella.deaurata
Ectocarpus.sp.,Nacella.magellanica
Ectocarpus.sp.,Pseudechinus.magellanicus
Ectocarpus.sp.,Munida.gregaria
Ectocarpus.sp.,Eleginops.maclovinus
Eleginops.maclovinus,Cephalorhynchus.commersonii
Eleginops.maclovinus,Lagenorhynchus.australis
Eleginops.maclovinus,Spheniscus.magellanicus
Eleginops.maclovinus,Phalacrocorax.atriceps
Eleginops.maclovinus,Phalacrocorax.magellanicus
Euphausiacea,Polychaeta
Euphausiacea,Cephalopoda
Euphausiacea,Dissostichus.eleginoides
Euphausiacea,Ophiuroidea
Euphausiacea,Bathyraja.brachyurops
Euphausiacea,Cottoperca.gobio
Euphausiacea,Genypterus.blacodes
Euphausiacea,Macruronus.magellanicus
Euphausiacea,Merluccius.hubbsi
Euphausiacea,Sprattus.fuegensis
Euphausiacea,Bathyraja.griseocauda
Euphausiacea,Patagonotothen.longipes
Euphausiacea,Patagonotothen.tessellata
Euphausiacea,Bathyraja.albomaculata
Euphausiacea,Patagonotothen.ramsayi
Euphausiacea,Salilota.australis
Euphausiacea,Hydrozoa
Euphausiacea,Hyperiidea
Euphausiacea,Odontesthes.nigricans
Euphausiacea,Schroederichthys.bivius
Euphausiacea,Thalassarche.melanophris
Euphausiacea,Macronectes.giganteus
Eurhomalea.exalbida,Anasterias.antarctica
Eurypodius.latreillii,Anasterias.antarctica
Eurypodius.latreillii,Paranotothenia.magellanica
Eurypodius.latreillii,Patagonotothen.ramsayi
Eurypodius.latreillii,Raja.(Dipturus).chilensis
Eurypodius.latreillii,Schroederichthys.bivius
Exosphaeroma.gigas,Anasterias.antarctica
Exosphaeroma.gigas,Pseudechinus.magellanicus
Exosphaeroma.gigas,Harpagifer.bispinis
Exosphaeroma.gigas,Patagonotothen.cornucola
Exosphaeroma.gigas,Patagonotothen.longipes
Exosphaeroma.gigas,Patagonotothen.tessellata
Exosphaeroma.gigas,Paranotothenia.magellanica
Exosphaeroma.gigas,Austrolycus.depressiceps
Fissurella.oriens,Anasterias.antarctica
Fissurella.oriens,Asterina.fimbriata
Fissurella.oriens,Cosmasterias.lurida
Fissurella.picta,Acanthocyclus.albatrossis
Fissurella.picta,Anasterias.antarctica
Fissurella.picta,Eurypodius.latreillii
Fissurella.picta,Peltarion.spinosulum
Fissurella.picta,Paralomis.granulosa
Fissurella.picta,Lithodes.santolla
Fresh.detritus,Crustacea
Fresh.detritus,Gastropoda
Fresh.detritus,Isopoda
Fresh.detritus,Zooplankton
Fresh.detritus,Ostracoda
Fresh.detritus,Amphipoda
Fresh.detritus,Ascidiacea
Fresh.detritus,Aulacomya.atra
Fresh.detritus,Bivalvia
Fresh.detritus,Crepipatella.dilatata
Fresh.detritus,Eurhomalea.exalbida
Fresh.detritus,Exosphaeroma.gigas
Fresh.detritus,Gaimardia.trapesina
Fresh.detritus,Halicarcinus.planatus.
Fresh.detritus,Laevilitorina.caliginosa
Fresh.detritus,Mytilus.edulis.chilensis
Fresh.detritus,Nacella.deaurata
Fresh.detritus,Notochthamalus.scabrosus.
Fresh.detritus,Pareuthria.fuscata
Fresh.detritus,Perumytilus.purpuratus
Fresh.detritus,Polychaeta
Fresh.detritus,Polyplacophora
Fresh.detritus,Siphonaria.lessonii
Fresh.detritus,Spirorbinae
Fresh.detritus,Bryozoa
Fresh.detritus,Copepoda
Fresh.detritus,Membranipora.isabelleana
Fresh.detritus,Serpulidae
Fresh.detritus,Munida.gregaria
Fresh.detritus,Euphausiacea
Fresh.detritus,Ophiuroidea
Fresh.detritus,Terebellidae
Fresh.detritus,Notobalanus.flosculus
Fresh.detritus,Echiura
Fresh.detritus,Holothuroidea
Fresh.detritus,Nereididae
Fresh.detritus,Tanaidacea
Fresh.detritus,Hiatella.arctica
Fresh.detritus,Hydrozoa
Fresh.detritus,Porifera
Fresh.detritus,Campylonotus.vagans
Fresh.detritus,Zygochlamys.patagonica
Fresh.detritus,Cirripedia
Fresh.detritus,Chthamalus.sp.
Fresh.detritus,Glabraster.antarctica
Gaimardia.trapesina,Anasterias.antarctica
Gaimardia.trapesina,Arbacia.dufresnii
Gaimardia.trapesina,Paranotothenia.magellanica
Gaimardia.trapesina,Asterina.fimbriata
Gaimardia.trapesina,Cosmasterias.lurida
Gaimardia.trapesina,Larus.dominicanus
Gaimardia.trapesina,Stercorarius.chilensis
Galaxias.maculatus,Odontesthes.nigricans
Gammaridea,Harpagifer.bispinis
Gammaridea,Patagonotothen.cornucola
Gammaridea,Nemertea
Gammaridea,Glyceridae
Gammaridea,Ophiuroidea
Gammaridea,Bathyraja.brachyurops
Gammaridea,Macruronus.magellanicus
Gammaridea,Bathyraja.griseocauda
Gammaridea,Bathyraja.albomaculata
Gammaridea,Patagonotothen.ramsayi
Gammaridea,Salilota.australis
Gammaridea,Nereididae
Gammaridea,Polynoidae
Gammaridea,Hydrozoa
Gammaridea,Congiopodus.peruvianus
Gammaridea,Raja.(Dipturus).chilensis
Gammaridea,Eleginops.maclovinus
Gammaridea,Phalacrocorax.atriceps
Gastropoda,Acanthocyclus.albatrossis
Gastropoda,Anasterias.antarctica
Gastropoda,Eurypodius.latreillii
Gastropoda,Munida.gregaria
Gastropoda,Patagonotothen.cornucola
Gastropoda,Dissostichus.eleginoides
Gastropoda,Myxine.glutinosa
Gastropoda,Peltarion.spinosulum
Gastropoda,Bathyraja.brachyurops
Gastropoda,Cottoperca.gobio
Gastropoda,Macruronus.magellanicus
Gastropoda,Bathyraja.griseocauda
Gastropoda,Patagonotothen.tessellata
Gastropoda,Arbacia.dufresnii
Gastropoda,Paralomis.granulosa
Gastropoda,Patagonotothen.ramsayi
Gastropoda,Salilota.australis
Gastropoda,Polynoidae
Gastropoda,Galaxias.maculatus
Gastropoda,Raja.(Dipturus).chilensis
Gastropoda,Lithodes.santolla
Gastropoda,Odontesthes.nigricans
Gastropoda,Pygoscelis.papua
Gastropoda,Larus.dominicanus
Genypterus.blacodes,Dissostichus.eleginoides
Genypterus.blacodes,Bathyraja.brachyurops
Genypterus.blacodes,Bathyraja.griseocauda
Genypterus.blacodes,Raja.(Dipturus).chilensis
Genypterus.blacodes,Cephalorhynchus.commersonii
Genypterus.blacodes,Phocoena.spinipinnis
Genypterus.blacodes,Pseudorca.crassidens
Genypterus.blacodes,Larus.scoresbii
Genypterus.blacodes,Phalacrocorax.atriceps
Genypterus.blacodes,Phalacrocorax.magellanicus
Glyceridae,Pagurus.comptus
Glyceridae,Bathyraja.albomaculata
Griffithsia.sp.,Munida.gregaria
Halicarcinus.planatus.,Cephalorhynchus.commersonii
Halicarcinus.planatus.,Anasterias.antarctica
Halicarcinus.planatus.,Eurypodius.latreillii
Halicarcinus.planatus.,Pseudechinus.magellanicus
Halicarcinus.planatus.,Xymenopsis.muriciformis.
Halicarcinus.planatus.,Patagonotothen.cornucola
Halicarcinus.planatus.,Cottoperca.gobio
Halicarcinus.planatus.,Patagonotothen.longipes
Halicarcinus.planatus.,Patagonotothen.tessellata
Halicarcinus.planatus.,Patagonotothen.brevicauda.brevicauda
Halicarcinus.planatus.,Asterina.fimbriata
Halicarcinus.planatus.,Austrolycus.depressiceps
Halicarcinus.planatus.,Cosmasterias.lurida
Halicarcinus.planatus.,Eleginops.maclovinus
Halicarcinus.planatus.,Lithodes.santolla
Halicarcinus.planatus.,Thalassarche.melanophris
Halopteris.sp.,Nacella.deaurata
Halopteris.sp.,Nacella.magellanica
Halopteris.sp.,Munida.gregaria
Halopteris.sp.,Loxechinus.albus
Harpagifer.bispinis,Cottoperca.gobio
Harpagifer.bispinis,Austrolycus.depressiceps
Harpagifer.bispinis,Spheniscus.magellanicus
Hiatella.arctica,Eurypodius.latreillii
Hiatella.arctica,Trophon.geversianus
Hiatella.arctica,Peltarion.spinosulum
Hiatella.arctica,Paralomis.granulosa
Hiatella.arctica,Lithodes.santolla
Hincksia.sp.,Pseudechinus.magellanicus
Hincksia.sp.,Munida.gregaria
Holothuroidea,Dissostichus.eleginoides
Holothuroidea,Genypterus.blacodes
Holothuroidea,Merluccius.hubbsi
Holothuroidea,Patagonotothen.ramsayi
Holothuroidea,Salilota.australis
Hydrozoa,Eurypodius.latreillii
Hydrozoa,Pagurus.comptus
Hydrozoa,Pseudechinus.magellanicus
Hydrozoa,Munida.gregaria
Hydrozoa,Patagonotothen.cornucola
Hydrozoa,Ophiuroidea
Hydrozoa,Peltarion.spinosulum
Hydrozoa,Genypterus.blacodes
Hydrozoa,Patagonotothen.tessellata
Hydrozoa,Loxechinus.albus
Hydrozoa,Paralomis.granulosa
Hydrozoa,Paranotothenia.magellanica
Hydrozoa,Nereididae
Hydrozoa,Polynoidae
Hydrozoa,Lithodes.santolla
Hydrozoa,Odontesthes.nigricans
Hymenena.sp.,Munida.gregaria
Hyperiidea,Polychaeta
Hyperiidea,Genypterus.blacodes
Hyperiidea,Macruronus.magellanicus
Hyperiidea,Merluccius.hubbsi
Hyperiidea,Patagonotothen.ramsayi
Hyperiidea,Salilota.australis
Hyperiidea,Raja.(Dipturus).chilensis
Hyperiidea,Pygoscelis.papua
Isopoda,Acanthocyclus.albatrossis
Isopoda,Anasterias.antarctica
Isopoda,Eurypodius.latreillii
Isopoda,Halicarcinus.planatus.
Isopoda,Pagurus.comptus
Isopoda,Harpagifer.bispinis
Isopoda,Munida.gregaria
Isopoda,Patagonotothen.cornucola
Isopoda,Nemertea
Isopoda,Dissostichus.eleginoides
Isopoda,Bathyraja.brachyurops
Isopoda,Cottoperca.gobio
Isopoda,Genypterus.blacodes
Isopoda,Sprattus.fuegensis
Isopoda,Bathyraja.griseocauda
Isopoda,Bathyraja.scaphiops
Isopoda,Patagonotothen.longipes
Isopoda,Patagonotothen.sima
Isopoda,Patagonotothen.tessellata
Isopoda,Arbacia.dufresnii
Isopoda,Paralomis.granulosa
Isopoda,Bathyraja.albomaculata
Isopoda,Paranotothenia.magellanica
Isopoda,Patagonotothen.ramsayi
Isopoda,Salilota.australis
Isopoda,Raja.(Dipturus).chilensis
Isopoda,Austrolycus.depressiceps
Isopoda,Eleginops.maclovinus
Isopoda,Lithodes.santolla
Isopoda,Odontesthes.nigricans
Isopoda,Schroederichthys.bivius
Isopoda,Pygoscelis.papua
Isopoda,Macronectes.giganteus
Isopoda,Larus.dominicanus
Isopoda,Larus.scoresbii
Isopoda,Phalacrocorax.atriceps
Laevilitorina.caliginosa,Anasterias.antarctica
Laevilitorina.caliginosa,Nacella.deaurata
Laevilitorina.caliginosa,Nacella.magellanica
Laevilitorina.caliginosa,Harpagifer.bispinis
Laevilitorina.caliginosa,Paranotothenia.magellanica
Larus.dominicanus,Macronectes.giganteus
Lithodes.santolla,Phalacrocorax.atriceps
Lithodes.santolla,Phalacrocorax.magellanicus
Loxechinus.albus,Cosmasterias.lurida
Macroalgae,Calliostoma.nudum
Macroalgae,Fissurella.picta
Macroalgae,Margarella.violacea
Macroalgae,Acanthocyclus.albatrossis
Macroalgae,Crepipatella.dilatata
Macroalgae,Eurypodius.latreillii
Macroalgae,Laevilitorina.caliginosa
Macroalgae,Pagurus.comptus
Macroalgae,Munida.gregaria
Macroalgae,Gammaridea
Macroalgae,Peltarion.spinosulum
Macroalgae,Bathyraja.brachyurops
Macroalgae,Cottoperca.gobio
Macroalgae,Bathyraja.griseocauda
Macroalgae,Arbacia.dufresnii
Macroalgae,Paralomis.granulosa
Macroalgae,Paranotothenia.magellanica
Macroalgae,Eleginops.maclovinus
Macroalgae,Lithodes.santolla
Macroalgae,Odontesthes.nigricans
Macroalgae,Schroederichthys.bivius
Macrocystis.pyrifera,Fissurella.picta
Macrocystis.pyrifera,Isopoda
Macrocystis.pyrifera,Margarella.violacea
Macrocystis.pyrifera,Acanthocyclus.albatrossis
Macrocystis.pyrifera,Amphipoda
Macrocystis.pyrifera,Crepipatella.dilatata
Macrocystis.pyrifera,Fissurella.oriens
Macrocystis.pyrifera,Nacella.deaurata
Macrocystis.pyrifera,Nacella.magellanica
Macrocystis.pyrifera,Nacella.mytilina
Macrocystis.pyrifera,Plaxiphora.sp.
Macrocystis.pyrifera,Polyplacophora
Macrocystis.pyrifera,Pseudechinus.magellanicus
Macrocystis.pyrifera,Siphonaria.lessonii
Macrocystis.pyrifera,Munida.gregaria
Macrocystis.pyrifera,Patagonotothen.tessellata
Macrocystis.pyrifera,Arbacia.dufresnii
Macrocystis.pyrifera,Loxechinus.albus
Macrocystis.pyrifera,Paralomis.granulosa
Macrocystis.pyrifera,Eleginops.maclovinus
Macrocystis.pyrifera,Lithodes.santolla
Macruronus.magellanicus,Dissostichus.eleginoides
Macruronus.magellanicus,Bathyraja.brachyurops
Macruronus.magellanicus,Cottoperca.gobio
Macruronus.magellanicus,Genypterus.blacodes
Macruronus.magellanicus,Merluccius.hubbsi
Macruronus.magellanicus,Bathyraja.griseocauda
Macruronus.magellanicus,Salilota.australis
Macruronus.magellanicus,Raja.(Dipturus).chilensis
Macruronus.magellanicus,Lagenorhynchus.australis
Macruronus.magellanicus,Pseudorca.crassidens
Macruronus.magellanicus,Spheniscus.magellanicus
Macruronus.magellanicus,Thalassarche.melanophris
Margarella.violacea,Acanthocyclus.albatrossis
Margarella.violacea,Anasterias.antarctica
Margarella.violacea,Eurypodius.latreillii
Margarella.violacea,Nacella.deaurata
Margarella.violacea,Nacella.magellanica
Margarella.violacea,Peltarion.spinosulum
Margarella.violacea,Arbacia.dufresnii
Margarella.violacea,Paralomis.granulosa
Margarella.violacea,Asterina.fimbriata
Margarella.violacea,Cosmasterias.lurida
Margarella.violacea,Lithodes.santolla
Membranipora.isabelleana,Eurypodius.latreillii
Membranipora.isabelleana,Halicarcinus.planatus.
Membranipora.isabelleana,Pagurus.comptus
Membranipora.isabelleana,Pseudechinus.magellanicus
Membranipora.isabelleana,Peltarion.spinosulum
Membranipora.isabelleana,Arbacia.dufresnii
Membranipora.isabelleana,Paralomis.granulosa
Membranipora.isabelleana,Lithodes.santolla
Merluccius.hubbsi,Bathyraja.brachyurops
Merluccius.hubbsi,Cottoperca.gobio
Merluccius.hubbsi,Genypterus.blacodes
Merluccius.hubbsi,Macruronus.magellanicus
