"resource","consumer"
"Macruronus magellanicus","Bathyraja griseocauda"
"Macruronus magellanicus","Salilota australis"
"Macruronus magellanicus","Dipturus chilensis"
"Macruronus magellanicus","Lagenorhynchus australis"
"Macruronus magellanicus","Pseudorca crassidens"
"Macruronus magellanicus","Spheniscus magellanicus"
"Macruronus magellanicus","Thalassarche melanophris"
"Margarella violacea","Acanthocyclus albatrossis"
"Margarella violacea","Anasterias antarctica"
"Margarella violacea","Eurypodius latreillii"
"Margarella violacea","Nacella deaurata"
"Margarella violacea","Nacella magellanica"
"Margarella violacea","Peltarion spinulosum"
"Margarella violacea","Arbacia dufresnii"
"Margarella violacea","Paralomis granulosa"
"Margarella violacea","Asterina fimbriata"
"Margarella violacea","Cosmasterias lurida"
"Margarella violacea","Lithodes santolla"
"Membranipora isabelleana","Eurypodius latreillii"
"Membranipora isabelleana","Halicarcinus planatus"
"Membranipora isabelleana","Pagurus comptus"
"Membranipora isabelleana","Pseudechinus magellanicus"
"Membranipora isabelleana","Peltarion spinulosum"
"Membranipora isabelleana","Arbacia dufresnii"
"Membranipora isabelleana","Paralomis granulosa"
"Membranipora isabelleana","Lithodes santolla"
"Merluccius hubbsi","Bathyraja brachyurops"
"Merluccius hubbsi","Cottoperca trigloides"
"Merluccius hubbsi","Genypterus blacodes"
"Merluccius hubbsi","Macruronus magellanicus"
"Merluccius hubbsi","Salilota australis"
"Merluccius hubbsi","Dipturus chilensis"
"Merluccius hubbsi","Schroederichthys bivius"
"Merluccius hubbsi","Cephalorhynchus commersonii"
"Merluccius hubbsi","Phocoena spinipinnis"
"Merluccius hubbsi","Lagenorhynchus australis"
"Merluccius hubbsi","Lagenorhynchus cruciger"
"Merluccius hubbsi","Pygoscelis papua"
"Merluccius hubbsi","Macronectes giganteus"
"Merluccius hubbsi","Larus scoresbii"
"Merluccius hubbsi","Phalacrocorax atriceps"
"Merluccius hubbsi","Phalacrocorax magellanicus"
"Monostroma sp","Grimothea gregaria"
"Grimothea gregaria","Eurypodius latreillii"
"Grimothea gregaria","Trophon geversianus"
"Grimothea gregaria","Patagonotothen cornucola"
"Grimothea gregaria","Peltarion spinulosum"
"Grimothea gregaria","Bathyraja brachyurops"
"Grimothea gregaria","Cottoperca trigloides"
"Grimothea gregaria","Genypterus blacodes"
"Grimothea gregaria","Macruronus magellanicus"
"Grimothea gregaria","Merluccius hubbsi"
"Grimothea gregaria","Bathyraja griseocauda"
"Grimothea gregaria","Patagonotothen longipes"
"Grimothea gregaria","Patagonotothen sima"
"Grimothea gregaria","Patagonotothen tessellata"
"Grimothea gregaria","Paralomis granulosa"
"Grimothea gregaria","Bathyraja albomaculata"
"Grimothea gregaria","Paranotothenia magellanica"
"Grimothea gregaria","Patagonotothen brevicauda"
"Grimothea gregaria","Patagonotothen ramsayi"
"Grimothea gregaria","Salilota australis"
"Grimothea gregaria","Dipturus chilensis"
"Grimothea gregaria","Champsocephalus esox"
"Grimothea gregaria","Austrolycus depressiceps"
"Grimothea gregaria","Cosmasterias lurida"
"Grimothea gregaria","Eleginops maclovinus"
"Grimothea gregaria","Lithodes santolla"
"Grimothea gregaria","Odontesthes nigricans"
"Grimothea gregaria","Schroederichthys bivius"
"Grimothea gregaria","Cephalorhynchus commersonii"
"Grimothea gregaria","Spheniscus magellanicus"
"Grimothea gregaria","Pygoscelis papua"
"Grimothea gregaria","Thalassarche melanophris"
"Grimothea gregaria","Macronectes giganteus"
"Grimothea gregaria","Larus dominicanus"
"Grimothea gregaria","Stercorarius chilensis"
"Grimothea gregaria","Phalacrocorax atriceps"
"Grimothea gregaria","Phalacrocorax magellanicus"
"Myriogramme sp","Grimothea gregaria"
"Mytilus edulis","Anasterias antarctica"
"Mytilus edulis","Eurypodius latreillii"
"Mytilus edulis","Nacella deaurata"
"Mytilus edulis","Nacella magellanica"
"Mytilus edulis","Pagurus comptus"
"Mytilus edulis","Pseudechinus magellanicus"
"Mytilus edulis","Trophon geversianus"
"Mytilus edulis","Xymenopsis muriciformis"
"Mytilus edulis","Patagonotothen cornucola"
"Mytilus edulis","Peltarion spinulosum"
"Mytilus edulis","Patagonotothen longipes"
"Mytilus edulis","Patagonotothen tessellata"
"Mytilus edulis","Arbacia dufresnii"
"Mytilus edulis","Paralomis granulosa"
"Mytilus edulis","Lithodes santolla"
"Mytilus edulis","Lontra provocax"
"Mytilus edulis","Larus scoresbii"
"Myxine glutinosa","Bathyraja brachyurops"
"Myxine glutinosa","Macruronus magellanicus"
"Myxine glutinosa","Bathyraja griseocauda"
"Myxine glutinosa","Bathyraja albomaculata"
"Myxine glutinosa","Dipturus chilensis"
"Nacella deaurata","Anasterias antarctica"
"Nacella deaurata","Trophon geversianus"
"Nacella deaurata","Xymenopsis muriciformis"
"Nacella deaurata","Nemertea"
"Nacella deaurata","Patagonotothen tessellata"
"Nacella deaurata","Austrolycus depressiceps"
"Nacella deaurata","Eleginops maclovinus"
"Nacella deaurata","Larus dominicanus"
"Nacella magellanica","Anasterias antarctica"
"Nacella magellanica","Cosmasterias lurida"
"Nacella magellanica","Larus dominicanus"
"Nacella mytilina","Anasterias antarctica"
"Nacella mytilina","Asterina fimbriata"
"Nacella mytilina","Cosmasterias lurida"
"Nacella mytilina","Larus dominicanus"
"Necromass","Thalassarche melanophris"
"Necromass","Macronectes giganteus"
"Necromass","Anasterias antarctica"
"Necromass","Exosphaeroma gigas"
"Necromass","Halicarcinus planatus"
"Necromass","Pagurus comptus"
"Necromass","Pareuthria fuscata"
"Necromass","Polychaeta"
"Necromass","Spirorbinae"
"Necromass","Grimothea gregaria"
"Necromass","Nemertea"
"Necromass","Dissostichus eleginoides"
"Necromass","Glyceridae"
"Necromass","Myxine glutinosa"
"Necromass","Cottoperca trigloides"
"Necromass","Patagonotothen ramsayi"
"Necromass","Nereididae"
"Necromass","Polynoidae"
"Necromass","Cirratulidae"
"Necromass","Cosmasterias lurida"
"Necromass","Glabraster antarctica"
"Necromass","Lithodes santolla"
"Necromass","Schroederichthys bivius"
"Necromass","Larus dominicanus"
"Nemertea","Harpagifer bispinis"
"Nemertea","Myxine glutinosa"
"Nemertea","Bathyraja brachyurops"
"Nemertea","Patagonotothen tessellata"
"Nemertea","Bathyraja albomaculata"
"Nemertea","Hydrozoa"
"Nemertea","Austrolycus depressiceps"
"Nemertea","Eleginops maclovinus"
"Nemertea","Schroederichthys bivius"
"Nereididae","Harpagifer bispinis"
"Nereididae","Patagonotothen cornucola"
"Nereididae","Nemertea"
"Nereididae","Glyceridae"
"Nereididae","Priapulida"
"Nereididae","Patagonotothen longipes"
"Nereididae","Patagonotothen tessellata"
"Nereididae","Polynoidae"
"Nereididae","Eleginops maclovinus"
"Nothogenia fastigiata","Isopoda"
"Nothogenia fastigiata","Nacella deaurata"
"Nothogenia fastigiata","Nacella magellanica"
"Nothogenia fastigiata","Polyplacophora"
"Nothogenia fastigiata","Siphonaria lessonii"
"Nothogenia fastigiata","Grimothea gregaria"
"Nothogenia fastigiata","Patagonotothen tessellata"
"Nothogenia fastigiata","Eleginops maclovinus"
"Notobalanus flosculus","Cosmasterias lurida"
"Notochthamalus scabrosus","Lontra provocax"
"Notochthamalus scabrosus","Anasterias antarctica"
"Notochthamalus scabrosus","Nacella magellanica"
"Notochthamalus scabrosus","Trophon geversianus"
"Notochthamalus scabrosus","Eleginops maclovinus"
"Odontesthes nigricans","Cephalorhynchus commersonii"
"Odontesthes nigricans","Phocoena spinipinnis"
"Odontesthes nigricans","Lagenorhynchus australis"
"Odontesthes nigricans","Phalacrocorax magellanicus"
"Oligochaeta","Grimothea gregaria"
"Oligochaeta","Nemertea"
"Oligochaeta","Gammaridea"
"Oligochaeta","Nereididae"
"Ophiuroidea","Dissostichus eleginoides"
"Ophiuroidea","Bathyraja brachyurops"
"Ophiuroidea","Cottoperca trigloides"
"Ophiuroidea","Genypterus blacodes"
"Ophiuroidea","Merluccius hubbsi"
"Ophiuroidea","Patagonotothen tessellata"
"Ophiuroidea","Bathyraja albomaculata"
"Ophiuroidea","Patagonotothen ramsayi"
"Ophiuroidea","Salilota australis"
"Ophiuroidea","Eleginops maclovinus"
"Ophiuroidea","Lithodes santolla"
"Ophiuroidea","Schroederichthys bivius"
"Ostracoda","Amphipoda"
"Ostracoda","Nacella deaurata"
"Ostracoda","Nacella magellanica"
"Ostracoda","Pagurus comptus"
"Ostracoda","Polychaeta"
"Ostracoda","Pseudechinus magellanicus"
"Ostracoda","Harpagifer bispinis"
"Ostracoda","Grimothea gregaria"
"Ostracoda","Patagonotothen cornucola"
"Ostracoda","Euphausiacea"
"Ostracoda","Gammaridea"
"Ostracoda","Ophiuroidea"
"Ostracoda","Sprattus fuegensis"
"Ostracoda","Patagonotothen longipes"
"Ostracoda","Arbacia dufresnii"
"Ostracoda","Paralomis granulosa"
"Ostracoda","Polynoidae"
"Ostracoda","Hydrozoa"
"Ostracoda","Galaxias maculatus"
"Ostracoda","Hyperiidea"
"Ostracoda","Eleginops maclovinus"
"Ostracoda","Glabraster antarctica"
"Pagurus comptus","Anasterias antarctica"
"Pagurus comptus","Eurypodius latreillii"
"Pagurus comptus","Bathyraja brachyurops"
"Pagurus comptus","Bathyraja griseocauda"
"Pagurus comptus","Paralomis granulosa"
"Pagurus comptus","Patagonotothen ramsayi"
"Pagurus comptus","Asterina fimbriata"
"Pagurus comptus","Cosmasterias lurida"
"Pagurus comptus","Lithodes santolla"
"Pagurus comptus","Pygoscelis papua"
"Paralomis granulosa","Dissostichus eleginoides"
"Paralomis granulosa","Cosmasterias lurida"
"Paranotothenia magellanica","Cottoperca trigloides"
"Paranotothenia magellanica","Spheniscus magellanicus"
"Paranotothenia magellanica","Pygoscelis papua"
"Paranotothenia magellanica","Phalacrocorax magellanicus"
"Paranotothenia magellanica","Macronectes giganteus"
"Paranotothenia magellanica","Thalassarche melanophris"
"Pareuthria fuscata","Anasterias antarctica"
"Pareuthria fuscata","Pseudechinus magellanicus"
"Pareuthria fuscata","Asterina fimbriata"
"Pareuthria fuscata","Cosmasterias lurida"
"Patagonotothen sp","Phalacrocorax atriceps"
"Patagonotothen sp","Phalacrocorax magellanicus"
"Patagonotothen brevicauda","Dissostichus eleginoides"
"Patagonotothen brevicauda","Cottoperca trigloides"
"Patagonotothen brevicauda","Spheniscus magellanicus"
"Patagonotothen brevicauda","Pygoscelis papua"
"Patagonotothen brevicauda","Macronectes giganteus"
"Patagonotothen brevicauda","Thalassarche melanophris"
"Patagonotothen cornucola","Patagonotothen brevicauda"
"Patagonotothen cornucola","Austrolycus depressiceps"
"Patagonotothen cornucola","Eleginops maclovinus"
"Patagonotothen cornucola","Spheniscus magellanicus"
"Patagonotothen cornucola","Pygoscelis papua"
"Patagonotothen cornucola","Larus dominicanus"
"Patagonotothen cornucola","Larus scoresbii"
"Patagonotothen cornucola","Macronectes giganteus"
"Patagonotothen cornucola","Thalassarche melanophris"
"Patagonotothen longipes","Cottoperca trigloides"
"Patagonotothen longipes","Champsocephalus esox"
"Patagonotothen longipes","Spheniscus magellanicus"
"Patagonotothen longipes","Pygoscelis papua"
"Patagonotothen longipes","Macronectes giganteus"
"Patagonotothen longipes","Thalassarche melanophris"
"Patagonotothen ramsayi","Dissostichus eleginoides"
"Patagonotothen ramsayi","Cottoperca trigloides"
"Patagonotothen ramsayi","Genypterus blacodes"
"Patagonotothen ramsayi","Macruronus magellanicus"
"Patagonotothen ramsayi","Merluccius hubbsi"
"Patagonotothen ramsayi","Salilota australis"
"Patagonotothen ramsayi","Dipturus chilensis"
"Patagonotothen ramsayi","Schroederichthys bivius"
"Patagonotothen ramsayi","Spheniscus magellanicus"
"Patagonotothen ramsayi","Pygoscelis papua"
"Patagonotothen ramsayi","Pygoscelis papua"
"Patagonotothen ramsayi","Macronectes giganteus"
"Patagonotothen ramsayi","Thalassarche melanophris"
"Patagonotothen sima","Cottoperca trigloides"
"Patagonotothen sima","Champsocephalus esox"
"Patagonotothen sima","Lagenorhynchus australis"
"Patagonotothen sima","Spheniscus magellanicus"
"Patagonotothen sima","Pygoscelis papua"
"Patagonotothen sima","Larus scoresbii"
"Patagonotothen sima","Macronectes giganteus"
"Patagonotothen sima","Thalassarche melanophris"
"Patagonotothen sp","Bathyraja brachyurops"
"Patagonotothen sp","Bathyraja griseocauda"
"Patagonotothen sp","Bathyraja scaphiops"
"Patagonotothen sp","Cephalorhynchus commersonii"
"Patagonotothen sp","Phocoena spinipinnis"
"Patagonotothen sp","Spheniscus magellanicus"
"Patagonotothen sp","Pygoscelis papua"
"Patagonotothen sp","Pygoscelis papua"
"Patagonotothen sp","Macronectes giganteus"
"Patagonotothen sp","Thalassarche melanophris"
"Patagonotothen tessellata","Cottoperca trigloides"
"Patagonotothen tessellata","Patagonotothen ramsayi"
"Patagonotothen tessellata","Champsocephalus esox"
"Patagonotothen tessellata","Lagenorhynchus australis"
"Patagonotothen tessellata","Spheniscus magellanicus"
"Patagonotothen tessellata","Pygoscelis papua"
"Patagonotothen tessellata","Macronectes giganteus"
"Patagonotothen tessellata","Thalassarche melanophris"
"Peltarion spinulosum","Bathyraja brachyurops"
"Peltarion spinulosum","Cottoperca trigloides"
"Peltarion spinulosum","Bathyraja albomaculata"
"Peltarion spinulosum","Patagonotothen ramsayi"
"Peltarion spinulosum","Dipturus chilensis"
"Peltarion spinulosum","Eleginops maclovinus"
"Peltarion spinulosum","Lithodes santolla"
"Peltarion spinulosum","Schroederichthys bivius"
"Perumytilus purpuratus","Anasterias antarctica"
"Perumytilus purpuratus","Pseudechinus magellanicus"
"Perumytilus purpuratus","Trophon geversianus"
"Perumytilus purpuratus","Harpagifer bispinis"
"Perumytilus purpuratus","Nemertea"
"Perumytilus purpuratus","Larus scoresbii"
"Phalacrocorax atriceps","Macronectes giganteus"
"Phytoplankton","Crustacea"
"Phytoplankton","Zooplankton"
"Phytoplankton","Ostracoda"
"Phytoplankton","Ascidiacea"
"Phytoplankton","Aulacomya atra"
"Phytoplankton","Bivalvia"
"Phytoplankton","Crepipatella dilatata"
"Phytoplankton","Gaimardia trapesina"
"Phytoplankton","Halicarcinus planatus"
"Phytoplankton","Laevilitorina caliginosa"
"Phytoplankton","Mytilus edulis"
"Phytoplankton","Nacella deaurata"
"Phytoplankton","Nacella magellanica"
"Phytoplankton","Nacella mytilina"
"Phytoplankton","Notochthamalus scabrosus"
"Phytoplankton","Pagurus comptus"
"Phytoplankton","Perumytilus purpuratus"
"Phytoplankton","Plaxiphora sp"
"Phytoplankton","Polyplacophora"
"Phytoplankton","Pseudechinus magellanicus"
"Phytoplankton","Siphonaria lessonii"
"Phytoplankton","Spirorbinae"
"Phytoplankton","Bryozoa"
"Phytoplankton","Copepoda"
"Phytoplankton","Membranipora isabelleana"
"Phytoplankton","Serpulidae"
"Phytoplankton","Grimothea gregaria"
"Phytoplankton","Cephalopoda"
"Phytoplankton","Euphausiacea"
"Phytoplankton","Gammaridea"
"Phytoplankton","Ophiuroidea"
"Phytoplankton","Sprattus fuegensis"
"Phytoplankton","Arbacia dufresnii"
"Phytoplankton","Notobalanus flosculus"
"Phytoplankton","Tanaidacea"
"Phytoplankton","Hiatella arctica"
"Phytoplankton","Hydrozoa"
"Phytoplankton","Zygochlamys patagonica"
"Phytoplankton","Cirripedia"
"Phytoplankton","Cirratulidae"
"Phytoplankton","Chthamalus sp"
"Phytoplankton","Glabraster antarctica"
"Plaxiphora sp","Anasterias antarctica"
"Plaxiphora sp","Asterina fimbriata"
"Plaxiphora sp","Cosmasterias lurida"
"Plaxiphora sp","Larus dominicanus"
"Polychaeta","Anasterias antarctica"
"Polychaeta","Eurypodius latreillii"
"Polychaeta","Halicarcinus planatus"
"Polychaeta","Pagurus comptus"
"Polychaeta","Pseudechinus magellanicus"
"Polychaeta","Harpagifer bispinis"
"Polychaeta","Grimothea gregaria"
"Polychaeta","Patagonotothen cornucola"
"Polychaeta","Cephalopoda"
"Polychaeta","Dissostichus eleginoides"
"Polychaeta","Myxine glutinosa"
"Polychaeta","Ophiuroidea"
"Polychaeta","Peltarion spinulosum"
"Polychaeta","Bathyraja brachyurops"
"Polychaeta","Cottoperca trigloides"
"Polychaeta","Genypterus blacodes"
"Polychaeta","Merluccius hubbsi"
"Polychaeta","Patagonotothen sp"
"Polychaeta","Priapulida"
"Polychaeta","Bathyraja griseocauda"
"Polychaeta","Patagonotothen longipes"
"Polychaeta","Patagonotothen sima"
"Polychaeta","Patagonotothen tessellata"
"Polychaeta","Arbacia dufresnii"
"Polychaeta","Paralomis granulosa"
"Polychaeta","Bathyraja albomaculata"
"Polychaeta","Paranotothenia magellanica"
"Polychaeta","Patagonotothen brevicauda"
"Polychaeta","Patagonotothen ramsayi"
"Polychaeta","Salilota australis"
"Polychaeta","Polynoidae"
"Polychaeta","Stromateus brasiliensis"
"Polychaeta","Zygochlamys patagonica"
"Polychaeta","Dipturus chilensis"
"Polychaeta","Austrolycus depressiceps"
"Polychaeta","Eleginops maclovinus"
"Polychaeta","Lithodes santolla"
"Polychaeta","Odontesthes nigricans"
"Polychaeta","Schroederichthys bivius"
"Polychaeta","Larus dominicanus"
"Polychaeta","Larus scoresbii"
"Polychaeta","Sterna hirundinacea"
"Polychaeta","Phalacrocorax atriceps"
"Polychaeta","Phalacrocorax magellanicus"
"Polynoidae","Harpagifer bispinis"
"Polynoidae","Patagonotothen cornucola"
"Polynoidae","Nemertea"
"Polynoidae","Glyceridae"
"Polynoidae","Ophiuroidea"
"Polynoidae","Patagonotothen tessellata"
"Polynoidae","Hydrozoa"
"Polynoidae","Eleginops maclovinus"
"Polyplacophora","Gastropoda"
"Polyplacophora","Anasterias antarctica"
"Polyplacophora","Trophon geversianus"
"Polyplacophora","Xymenopsis muriciformis"
"Polyplacophora","Nemertea"
"Polyplacophora","Patagonotothen tessellata"
"Polyplacophora","Austrolycus depressiceps"
"Polyplacophora","Cosmasterias lurida"
"Polyplacophora","Eleginops maclovinus"
"Polyplacophora","Lithodes santolla"
"Polysiphonia sp","Halicarcinus planatus"
"Polysiphonia sp","Laevilitorina caliginosa"
"Polysiphonia sp","Nacella deaurata"
"Polysiphonia sp","Nacella magellanica"
"Polysiphonia sp","Pseudechinus magellanicus"
"Polysiphonia sp","Patagonotothen cornucola"
"Polysiphonia sp","Gammaridea"
"Porifera","Fissurella picta"
"Porifera","Gastropoda"
"Porifera","Polyplacophora"
"Porifera","Pseudechinus magellanicus"
"Porifera","Tonicia sp"
"Porifera","Grimothea gregaria"
"Porifera","Genypterus blacodes"
"Porifera","Merluccius hubbsi"
"Porifera","Salilota australis"
"Porifera","Polynoidae"
"Porifera","Zygochlamys patagonica"
"Porifera","Dipturus chilensis"
"Porifera","Glabraster antarctica"
"Porifera","Lithodes santolla"
"Porifera","Schroederichthys bivius"
"Porphyra sp","Laevilitorina caliginosa"
"Porphyra sp","Patagonotothen cornucola"
"Porphyra sp","Gammaridea"
"Porphyra sp","Patagonotothen longipes"
"Priapulida","Cephalopoda"
"Priapulida","Myxine glutinosa"
"Priapulida","Bathyraja brachyurops"
"Priapulida","Cosmasterias lurida"
"Priapulida","Eleginops maclovinus"
"Priapulida","Schroederichthys bivius"
"Pseudechinus magellanicus","Anasterias antarctica"
"Pseudechinus magellanicus","Eurypodius latreillii"
"Pseudechinus magellanicus","Pagurus comptus"
"Pseudechinus magellanicus","Peltarion spinulosum"
"Pseudechinus magellanicus","Paralomis granulosa"
"Pseudechinus magellanicus","Dipturus chilensis"
"Pseudechinus magellanicus","Asterina fimbriata"
"Pseudechinus magellanicus","Cosmasterias lurida"
"Pseudechinus magellanicus","Lithodes santolla"
"Pygoscelis papua","Macronectes giganteus"
"Rhizoclonium sp","Nacella deaurata"
"Rhizoclonium sp","Nacella magellanica"
"Rhizoclonium sp","Pseudechinus magellanicus"
"Rhizoclonium sp","Grimothea gregaria"
"Rhizoclonium sp","Patagonotothen cornucola"
"Rhizoclonium sp","Eleginops maclovinus"
"Salilota australis","Dissostichus eleginoides"
"Salilota australis","Cottoperca trigloides"
"Salilota australis","Genypterus blacodes"
"Salilota australis","Macruronus magellanicus"
"Salilota australis","Merluccius hubbsi"
"Salilota australis","Cephalorhynchus commersonii"
"Salilota australis","Phocoena spinipinnis"
"Salilota australis","Lagenorhynchus australis"
"Salilota australis","Larus scoresbii"
"Salilota australis","Phalacrocorax magellanicus"
"Scytothamnus fasciculatus","Isopoda"
"Scytothamnus fasciculatus","Nacella deaurata"
"Scytothamnus fasciculatus","Polyplacophora"
"Scytothamnus fasciculatus","Siphonaria lessonii"
"Scytothamnus fasciculatus","Grimothea gregaria"
"Scytothamnus fasciculatus","Patagonotothen tessellata"
"Scytothamnus fasciculatus","Eleginops maclovinus"
"Serpulidae","Mytilus edulis"
"Serpulidae","Arbacia dufresnii"
"Serpulidae","Cosmasterias lurida"
"Serpulidae","Lithodes santolla"
"Siphonaria lessonii","Anasterias antarctica"
"Siphonaria lessonii","Trophon geversianus"
"Siphonaria lessonii","Xymenopsis muriciformis"
"Siphonaria lessonii","Nemertea"
"Siphonaria lessonii","Patagonotothen tessellata"
"Siphonaria lessonii","Austrolycus depressiceps"
"Siphonaria lessonii","Eleginops maclovinus"
"Sphacelaria sp","Pseudechinus magellanicus"
"Sphacelaria sp","Grimothea gregaria"
"Spheniscus magellanicus","Macronectes giganteus"
"Spirorbinae","Anasterias antarctica"
"Spirorbinae","Pseudechinus magellanicus"
"Spirorbinae","Arbacia dufresnii"
"Spirorbinae","Asterina fimbriata"
"Spirorbinae","Cosmasterias lurida"
"Sprattus fuegensis","Dissostichus eleginoides"
"Sprattus fuegensis","Bathyraja brachyurops"
"Sprattus fuegensis","Cottoperca trigloides"
"Sprattus fuegensis","Macruronus magellanicus"
"Sprattus fuegensis","Merluccius hubbsi"
"Sprattus fuegensis","Bathyraja griseocauda"
"Sprattus fuegensis","Patagonotothen ramsayi"
"Sprattus fuegensis","Salilota australis"
"Sprattus fuegensis","Schroederichthys bivius"
"Sprattus fuegensis","Cephalorhynchus commersonii"
"Sprattus fuegensis","Phocoena spinipinnis"
"Sprattus fuegensis","Grampus griseus"
"Sprattus fuegensis","Spheniscus magellanicus"
"Sprattus fuegensis","Pygoscelis papua"
"Sprattus fuegensis","Thalassarche melanophris"
"Sprattus fuegensis","Macronectes giganteus"
"Sprattus fuegensis","Larus scoresbii"
"Sprattus fuegensis","Phalacrocorax atriceps"
"Sprattus fuegensis","Stercorarius chilensis"
"Stromateus brasiliensis","Genypterus blacodes"
"Stromateus brasiliensis","Merluccius hubbsi"
"Stromateus brasiliensis","Dipturus chilensis"
"Stromateus brasiliensis","Phalacrocorax atriceps"
"Tanaidacea","Gastropoda"
"Tanaidacea","Patagonotothen cornucola"
"Tanaidacea","Eleginops maclovinus"
"Terebellidae","Nemertea"
"Terebellidae","Bathyraja albomaculata"
"Terebellidae","Eleginops maclovinus"
"Tonicia sp","Anasterias antarctica"
"Tonicia sp","Paralomis granulosa"
"Tonicia sp","Lithodes santolla"
"Bonnemaisonia sp","Grimothea gregaria"
"Trophon geversianus","Anasterias antarctica"
"Trophon geversianus","Patagonotothen tessellata"
"Trophon geversianus","Asterina fimbriata"
"Trophon geversianus","Austrolycus depressiceps"
"Trophon geversianus","Cosmasterias lurida"
"Trophon geversianus","Eleginops maclovinus"
"Ulothrix sp","Pseudechinus magellanicus"
"Ulothrix sp","Larus scoresbii"
"Ulva rigida","Isopoda"
"Ulva rigida","Nacella deaurata"
"Ulva rigida","Polyplacophora"
"Ulva rigida","Siphonaria lessonii"
"Ulva rigida","Grimothea gregaria"
"Ulva rigida","Patagonotothen tessellata"
"Ulva rigida","Eleginops maclovinus"
"Ulva rigida","Larus scoresbii"
"Ulva sp","Fissurella picta"
"Ulva sp","Isopoda"
"Ulva sp","Amphipoda"
"Ulva sp","Laevilitorina caliginosa"
"Ulva sp","Mytilus edulis"
"Ulva sp","Nacella deaurata"
"Ulva sp","Nacella magellanica"
"Ulva sp","Polyplacophora"
"Ulva sp","Pseudechinus magellanicus"
"Ulva sp","Siphonaria lessonii"
"Ulva sp","Grimothea gregaria"
"Ulva sp","Gammaridea"
"Ulva sp","Terebellidae"
"Ulva sp","Patagonotothen tessellata"
"Ulva sp","Loxechinus albus"
"Ulva sp","Nereididae"
"Ulva sp","Eleginops maclovinus"
"Xymenopsis muriciformis","Anasterias antarctica"
"Xymenopsis muriciformis","Patagonotothen tessellata"
"Xymenopsis muriciformis","Austrolycus depressiceps"
"Xymenopsis muriciformis","Eleginops maclovinus"
"Zooplankton","Ostracoda"
"Zooplankton","Acanthocyclus albatrossis"
"Zooplankton","Ascidiacea"
"Zooplankton","Aulacomya atra"
"Zooplankton","Crepipatella dilatata"
"Zooplankton","Eurypodius latreillii"
"Zooplankton","Halicarcinus planatus"
"Zooplankton","Laevilitorina caliginosa"
"Zooplankton","Mytilus edulis"
"Zooplankton","Nacella deaurata"
"Zooplankton","Nacella magellanica"
"Zooplankton","Notochthamalus scabrosus"
"Zooplankton","Pagurus comptus"
"Zooplankton","Perumytilus purpuratus"
"Zooplankton","Pseudechinus magellanicus"
"Zooplankton","Copepoda"
"Zooplankton","Grimothea gregaria"
"Zooplankton","Cephalopoda"
"Zooplankton","Euphausiacea"
"Zooplankton","Ophiuroidea"
"Zooplankton","Peltarion spinulosum"
"Zooplankton","Terebellidae"
"Zooplankton","Macruronus magellanicus"
"Zooplankton","Merluccius hubbsi"
"Zooplankton","Patagonotothen sp"
"Zooplankton","Sprattus fuegensis"
"Zooplankton","Arbacia dufresnii"
"Zooplankton","Paralomis granulosa"
"Zooplankton","Patagonotothen ramsayi"
"Zooplankton","Nereididae"
"Zooplankton","Hydrozoa"
"Zooplankton","Galaxias maculatus"
"Zooplankton","Hyperiidea"
"Zooplankton","Zygochlamys patagonica"
"Zooplankton","Cirripedia"
"Zooplankton","Cirratulidae"
"Zooplankton","Congiopodus peruvianus"
"Zooplankton","Eleginops maclovinus"
"Zooplankton","Lithodes santolla"
"Zygochlamys patagonica","Genypterus blacodes"
"Zygochlamys patagonica","Patagonotothen tessellata"
"Zygochlamys patagonica","Patagonotothen ramsayi"
"Amphipoda","Patagonotothen sp"
"Copepoda","Patagonotothen sp"
"Isopoda","Patagonotothen sp"
"Grimothea gregaria","Patagonotothen sp"
"Grimothea gregaria","Megaptera novaeangliae"
"Sprattus fuegensis","Megaptera novaeangliae"
"Euphausiacea","Megaptera novaeangliae"
"Eleginops maclovinus","Otariidae"
"Genypterus blacodes","Otariidae"
"Macruronus magellanicus","Otariidae"
"Grimothea gregaria","Otariidae"
"Patagonotothen ramsayi","Otariidae"
"Cephalopoda","Otariidae"
"Merluccius hubbsi","Otariidae"
"Sprattus fuegensis","Otariidae"
"Stromateus brasiliensis","Otariidae"
"Cephalopoda","Lagenorhynchus obscurus"
"Stromateus brasiliensis","Lagenorhynchus obscurus"
"Merluccius hubbsi","Lagenorhynchus obscurus"
